Genera	AM-AD-1-RITA	AM-AD-1-SMASH	AM-AD-2-RITA	AM-AD-2-SMASH	AM-F10-T1-RITA	AM-F10-T1-SMASH	AM-F10-T2-RITA	AM-F10-T2-SMASH	DA-AD-1-RITA	DA-AD-1-SMASH	DA-AD-1T-RITA	DA-AD-1T-SMASH	DA-AD-2-RITA	DA-AD-2-SMASH	DA-AD-3-RITA	DA-AD-3-SMASH	DA-AD-3T-RITA	DA-AD-3T-SMASH	DA-AD-4-RITA	DA-AD-4-SMASH	ES-AD-1-RITA	ES-AD-1-SMASH	ES-AD-2-RITA	ES-AD-2-SMASH	ES-AD-3-RITA	ES-AD-3-SMASH	ES-AD-4-RITA	ES-AD-4-SMASH	FR-AD-1-RITA	FR-AD-1-SMASH	FR-AD-2-RITA	FR-AD-2-SMASH	FR-AD-3-RITA	FR-AD-3-SMASH	FR-AD-4-RITA	FR-AD-4-SMASH	FR-AD-5-RITA	FR-AD-5-SMASH	FR-AD-6-RITA	FR-AD-6-SMASH	FR-AD-7-RITA	FR-AD-7-SMASH	FR-AD-8-RITA	FR-AD-8-SMASH	IT-AD-1-RITA	IT-AD-1-SMASH	IT-AD-2-RITA	IT-AD-2-SMASH	IT-AD-3-RITA	IT-AD-3-SMASH	IT-AD-4-RITA	IT-AD-4-SMASH	IT-AD-5-RITA	IT-AD-5-SMASH	IT-AD-6-RITA	IT-AD-6-SMASH	JP-AD-1-RITA	JP-AD-1-SMASH	JP-AD-2-RITA	JP-AD-2-SMASH	JP-AD-3-RITA	JP-AD-3-SMASH	JP-AD-4-RITA	JP-AD-4-SMASH	JP-AD-5-RITA	JP-AD-5-SMASH	JP-AD-6-RITA	JP-AD-6-SMASH	JP-AD-7-RITA	JP-AD-7-SMASH	JP-AD-8-RITA	JP-AD-8-SMASH	JP-AD-9-RITA	JP-AD-9-SMASH	JP-IN-1-RITA	JP-IN-1-SMASH	JP-IN-2-RITA	JP-IN-2-SMASH	JP-IN-3-RITA	JP-IN-3-SMASH	JP-IN-4-RITA	JP-IN-4-SMASH
Gluconacetobacter	0	0	1.34E-05	0	4.02E-06	0	0	0	4.63E-05	0	1.08E-05	0	4.45E-06	0	8.66E-06	0	0	0	1.77E-05	0	1.34E-05	0	4.38E-06	0	2.11E-05	0	1.31E-05	0	7.99E-06	0	8.81E-06	0	8.63E-06	0	0	0	0	0	0	0	2.57E-05	0	8.88E-06	0	2.58E-05	0	0	0	0	0	0	0	0	0	0	0	1.28E-05	0	0	0	2.51E-05	0	1.27E-05	0	0	0.00002203	0	0	0	0	2.51E-05	0	0	0	2.51E-05	0	0	0	0	0	0	0
Gordonia	0	0	0	0	0	0	0	0	0	0	1.20E-06	0.00000082	4.45E-06	0	0	0	3.69E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.55E-06	0	0	0	8.60E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulibacter	0	0	0	0	0	0	0	0	4.21E-06	0	1.20E-06	0	0	0	4.33E-06	0	0	0	2.21E-05	0.00001579	0	0	4.38E-06	0.00003226	0	0	0	0	0	0	0	0	0	0	8.32E-06	0	0	0	0	0	8.55E-06	0	0	0	0	0	0	0	0	0	0	0	8.46E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicatella	1.55E-05	0.00002198	0.000134441	0.00012153	2.01E-05	0.00000724	1.38E-05	0.00001227	4.21E-06	0	1.20E-06	0.00000218	1.78E-05	0	2.60E-05	0	1.29E-05	0.00000341	5.31E-05	0	8.94E-06	0.0000175	4.38E-06	0.00001533	4.22E-06	0.00000763	1.31E-05	0.00001518	5.59E-05	0	8.81E-06	0	2.59E-05	0.0000322	0	0	0	0	7.60E-05	0.00010944	1.71E-05	0	1.78E-05	0.00002845	8.60E-06	0	8.65E-06	0	2.57E-05	0.00005976	5.13E-05	0.00008518	8.46E-05	0.00014068	0	0	0	0	1.25E-05	0	1.26E-05	0	0	0	2.51E-05	0	0	0	1.34E-05	0	0	0	1.23E-05	0	0	0	2.50E-05	0	0	0.00001094	0.000126415	0.00021375
Haemophilus	0	0	5.38E-05	0	8.04E-06	0	1.38E-05	0	1.68E-05	0	1.45E-05	0.00001151	1.78E-05	0	2.17E-05	0	4.80E-05	0.00005362	3.54E-05	0.00005291	8.94E-06	0.0000089	7.45E-05	0.00007842	1.69E-05	0	1.74E-05	0	7.99E-06	0	0.000141021	0.0001848	5.18E-05	0.00003275	0.000316082	0.0004059	0	0	9.29E-05	0.00005743	0	0	6.22E-05	0	0	0.0000102	5.19E-05	0.00003839	3.43E-05	0	0.000265236	0.00050136	8.46E-06	0.00002862	0.000206834	0.00040344	2.57E-05	0	2.49E-05	0	6.28E-05	0.0000455	1.27E-05	0.00004855	2.51E-05	0.00009169	3.79E-05	0.00005508	0	0	1.25E-05	0	0	0	5.02E-05	0	0	0	5.04E-05	0	1.15E-05	0
Halothermothrix	1.55E-05	0	8.07E-05	0	4.02E-06	0	1.38E-05	0	2.10E-05	0	1.08E-05	0.0000033	4.45E-05	0	5.20E-05	0	3.88E-05	0.00000772	1.77E-05	0	4.47E-06	0	5.70E-05	0	8.45E-06	0	8.71E-06	0	2.40E-05	0	1.76E-05	0	8.63E-06	0	4.99E-05	0	7.71E-06	0	0	0	8.55E-06	0	2.67E-05	0	2.58E-05	0	3.46E-05	0.00002335	3.43E-05	0	8.56E-06	0	4.23E-05	0	1.72E-05	0.00002112	0	0	9.98E-05	0	5.03E-05	0	2.55E-05	0	2.51E-05	0	0	0	0	0	1.25E-05	0	1.23E-05	0	2.51E-05	0	0	0	1.26E-05	0	3.45E-05	0
Helicobacter	1.55E-05	0	0	0	0.00327248	0.00656255	7.58E-05	0.00016346	2.10E-05	0	1.45E-05	0.0000026	5.34E-05	0	8.66E-06	0	1.66E-05	0.00000812	4.43E-05	0	8.94E-06	0	8.77E-06	0	1.27E-05	0	0	0.00001809	0	0	1.76E-05	0	2.59E-05	0	0	0	3.08E-05	0	2.53E-05	0	1.71E-05	0	4.44E-05	0.00003391	8.60E-06	0	3.46E-05	0.00002543	8.57E-06	0	2.57E-05	0	0	0	3.45E-05	0	1.28E-05	0	1.25E-05	0	1.26E-05	0	0	0	0	0	2.53E-05	0	0	0	2.51E-05	0	1.23E-05	0	2.51E-05	0.0000738	0	0	0	0	1.15E-05	0
Heliobacterium	0.000201707	0	0.000376435	0	8.44E-05	0.00000458	4.82E-05	0	8.84E-05	0	4.46E-05	0.00000345	0.000106845	0.0000097	0.000220882	0	0.000107127	0.00000863	0.000203628	0	7.60E-05	0	7.45E-05	0.00001894	0.000105567	0	0.000165417	0.00001602	0.000199636	0	0.000176277	0	0.000112248	0	0.000224585	0.0000362	0.000185028	0.00003168	0.000177363	0	0.000230852	0	0.000195441	0.00005403	0.000137673	0	0.000129748	0.00001958	0.000154227	0	6.84E-05	0	0.000245453	0.00003563	0.000172362	0	0.000102608	0	0.00011225	0	0.000226216	0	0.000140108	0.0000147	0.000402141	0.00002785	0.000151691	0	0.000120702	0	0.000238412	0	0.000221757	0	0	0	0	0	0.000100752	0	0.00010343	0
Herminiimonas	0	0	0	0	0	0	0	0	4.21E-06	0	1.20E-06	0	8.90E-06	0	1.30E-05	0	0	0	0	0	4.47E-06	0	4.38E-06	0	0	0	0	0	0	0	0	0	0	0.00000839	0	0	0	0	0	0	0	0	0	0	0	0	2.59E-05	0	0	0	0	0	8.46E-06	0	8.62E-06	0	0	0	1.25E-05	0	0	0	0	0	0	0	0	0	1.34E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Histophilus	0	0	1.34E-05	0	8.04E-06	0	0	0	4.21E-06	0	9.64E-06	0	1.78E-05	0	4.33E-06	0.00001418	7.39E-06	0.00000331	1.33E-05	0	0	0	0	0	0	0	2.18E-05	0	0	0	0	0	0	0	0	0	4.63E-05	0	0	0	5.13E-05	0	0	0	0	0	0	0	1.71E-05	0	0	0	8.46E-06	0	2.59E-05	0	0	0	0	0	0	0	3.82E-05	0	1.26E-05	0	0	0	0	0	0	0	0	0	1.25E-05	0	0	0	0	0	0	0
Holdemania	0.000930954	0.00051691	0.000725982	0.00043288	0.000695503	0.00081267	0.000776303	0.00110655	0.000403988	0.0002008	0.000225271	0.00016997	0.000877021	0.00053384	0.001611143	0.00177452	0.000749891	0.00088661	0.000615311	0.00066067	0.000527452	0.00058696	0.000315557	0.00023079	0.000367374	0.00030236	0.000596373	0.00065185	0.000630849	0.00059122	0.000678665	0.00080187	0.000733929	0.00113722	0.001014789	0.00098253	0.000886593	0.00068856	0.000684116	0.00059078	0.000513005	0.00058247	0.000684043	0.00115722	0.000739995	0.0008305	0.000596839	0.00080112	0.000685454	0.00072984	0.000119784	0.00015229	0.001591211	0.00166112	0.000715301	0.0005989	0.000628471	0.00185721	0.001060141	0.00271123	0.001030539	0.00141068	0.001006228	0.00183529	0.003191997	0.00268016	0.001087121	0.0010325	0.000134113	0.00017627	0.000589756	0.00109562	0.000960946	0.0023934	5.02E-05	0.00005077	0.000125216	0	0.000201504	0.00018002	0.000448199	0.00007271
Idiomarina	0	0	0	0	8.04E-06	0	2.30E-06	0	4.21E-06	0	3.61E-06	0	0	0	4.33E-06	0.00001003	7.39E-06	0	0	0	0	0	8.77E-06	0	4.22E-06	0	4.35E-06	0	0	0	0	0	0	0	8.32E-06	0	0	0	0	0	0	0	0	0	8.60E-06	0	1.73E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kingella	0	0	0	0	0	0	0	0	4.21E-06	0	1.20E-06	0	0	0	4.33E-06	0	1.85E-06	0	0	0	0	0	4.38E-06	0	4.22E-06	0	2.61E-05	0	7.99E-06	0	8.81E-06	0	0	0	0	0	0	0	1.69E-05	0	8.55E-06	0	0	0	0	0	0	0	8.57E-06	0	0	0.00002297	8.46E-06	0	0	0	0	0	0	0	0	0	1.27E-05	0	0	0	0	0	0	0	0	0	1.23E-05	0	0	0	0	0	0	0	0	0
Klebsiella	0	0	0	0	0	0	6.89E-06	0	0	0	8.43E-06	0	4.45E-06	0.0000219	4.33E-06	0	5.54E-06	0.00000122	8.85E-06	0	0	0	0	0	0	0	4.35E-06	0	7.99E-06	0.00000931	8.81E-06	0	0	0	8.32E-06	0.00000596	0	0	0.000109796	0.00006153	0	0	8.88E-06	0.00000327	1.72E-05	0.00000806	0.222854622	0.16508034	0.006503243	0.00457223	0	0	0	0.00001653	1.72E-05	0.00000996	0.000936294	0.00080747	0.000823168	0.0006901	0.016966193	0.00932524	0.001719504	0.00118663	0.000125669	0.00010602	0.000417151	0.00032713	2.68E-05	0	0	0	4.93E-05	0	0.297903572	0.2173226	0.000112694	0.00005086	0.000491165	0.00025213	0.00429811	0.004155
Kytococcus	0	0	2.69E-05	0	0	0	2.30E-06	0	0	0	0	0	4.45E-06	0	0	0	3.69E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00001955	0	0	0	0	1.26E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.82E-05	0.00009175	5.75E-05	0
Lactobacillus	0.00386346	0.00383395	0.002070393	0.00152296	0.000478409	0.00036833	0.000358294	0.00016338	0.000496568	0.00026047	0.000464997	0.00035285	0.00077908	0.00006486	0.000320496	0.00010554	0.000458062	0.00009079	0.001004861	0.00073073	0.000169857	0.00000961	0.000219137	0.00001352	0.000249139	0.0000413	0.000474487	0.00019559	0.000479126	0.00009738	0.000467133	0.00003504	0.000431723	0.00003878	0.000415897	0.00019907	0.000555084	0.00002261	0.014754943	0.01057079	0.000495905	0.00016387	0.000533021	0.00014537	0.000447439	0.00004602	0.001046631	0.00122088	0.000454113	0.00002695	0.00498815	0.00699451	0.000795606	0.00066765	0.000413668	0.00021884	0.000666949	0.00008964	0.000648557	0.0001024	0.00061581	0	0.000420323	0.00002936	0.001043054	0.00008681	0.000328665	0.0000309	0.000187758	0	0.000276056	0.00012231	0.000911667	0.00054158	0.000125459	0	0.002354061	0.00054413	0.001045301	0.00012682	0.001700856	0.00108848
Lactococcus	0.000713732	0.00078303	0.002043505	0.00249582	0.000128648	0.00016915	0.000229675	0.00033127	1.68E-05	0	9.64E-06	0.00000354	3.56E-05	0	0.000108276	0	3.32E-05	0.00001341	2.66E-05	0	3.13E-05	0.00002024	3.94E-05	0	4.22E-06	0	0.000134946	0.00018156	2.40E-05	0	8.81E-06	0	4.32E-05	0.00005142	0.000266174	0.0004436	6.94E-05	0	0.000118242	0.00017187	7.70E-05	0.00004688	0.000524137	0.00078469	1.72E-05	0.00002403	1.73E-05	0	1.71E-05	0	3.42E-05	0	8.46E-06	0	2.59E-05	0	1.28E-05	0	0	0	5.03E-05	0	1.27E-05	0	3.77E-05	0	0	0	0.00061692	0.00013133	0	0	4.93E-05	0	0	0	0.000175302	0.00005684	5.04E-05	0	0.000126415	0
Laribacter	0	0	0	0	0	0	2.30E-06	0	8.42E-06	0	1.20E-06	0	8.90E-06	0	4.33E-06	0.00000898	0	0	4.43E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.32E-06	0	0	0	0	0	8.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	8.62E-06	0	1.28E-05	0	1.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lawsonia	0	0.00008809	2.69E-05	0.00005412	4.02E-06	0.000029	2.30E-06	0.000043	0	0	1.20E-06	0.00000583	0	0.0000307	0	0	3.69E-06	0	1.77E-05	0.00003911	4.47E-06	0.00002338	8.77E-06	0.00001998	1.27E-05	0.00008498	1.31E-05	0.00006082	2.40E-05	0.00003605	0	0	0	0	0	0.00003819	1.54E-05	0.00008356	0	0	8.55E-06	0.00013313	0	0.000057	0	0.00010049	0	0	0	0	0	0	0	0	1.72E-05	0	1.28E-05	0.000162	2.49E-05	0	2.51E-05	0.0001698	2.55E-05	0	0	0	0	0.0000685	0	0	0	0.00006033	0	0.00006295	0	0	0	0	0	0	0	0
Leptothrix	0	0	1.34E-05	0	0	0	2.30E-06	0	8.42E-06	0.00000115	1.20E-06	0.00000389	0	0	4.33E-06	0	1.85E-06	0	4.43E-06	0.00000968	0	0	4.38E-06	0.00000198	0	0.00000606	0	0	0	0.00000535	0	0.00005817	1.73E-05	0	1.66E-05	0	7.71E-06	0	0	0	1.71E-05	0	0	0	1.72E-05	0	0	0	8.57E-06	0	0	0	0	0	1.72E-05	0	0	0	0	0	0	0	0	0.00003683	0	0	0	0.00002034	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc	6.21E-05	0.00004765	9.41E-05	0.00003939	2.41E-05	0.00000704	4.13E-05	0.00000836	1.26E-05	0	1.69E-05	0	1.78E-05	0	1.73E-05	0	2.03E-05	0.00000382	2.66E-05	0	1.34E-05	0	7.01E-05	0	4.22E-06	0	4.35E-06	0	3.99E-05	0	1.76E-05	0	3.45E-05	0.00007104	8.32E-06	0	1.54E-05	0	2.53E-05	0	2.57E-05	0	8.88E-05	0.00004442	1.72E-05	0	1.73E-05	0	0	0	8.56E-06	0	2.54E-05	0	1.72E-05	0	2.57E-05	0	1.25E-05	0	0	0	5.09E-05	0	1.26E-05	0	1.26E-05	0	0	0	1.25E-05	0	1.23E-05	0	1.25E-05	0	2.50E-05	0.00003522	1.26E-05	0	1.15E-05	0
Listeria	0.000186191	0	0.000403323	0	0.000104526	0	7.35E-05	0	8.42E-05	0	7.71E-05	0	0.000244854	0	7.80E-05	0	8.13E-05	0.00000243	0.000168215	0	4.02E-05	0	6.57E-05	0	5.91E-05	0	0.000121886	0	6.39E-05	0	0.000149835	0	8.63E-05	0	9.98E-05	0	0.000138771	0	6.76E-05	0	0.000171002	0	0.000293161	0	8.60E-05	0	0.000112448	0.00002023	0.000222772	0	5.99E-05	0	0.000169278	0	0.000146508	0	6.41E-05	0	0.000236973	0	6.28E-05	0	2.55E-05	0	0.000113102	0	0.000113769	0	0	0	0.000213316	0	0.000184797	0	0	0	0.000300518	0.00003534	0.000176316	0	0.000563121	0
Macrococcus	0	0	2.69E-05	0	4.02E-06	0	4.59E-06	0.00000373	4.21E-06	0	3.61E-06	0	6.23E-05	0	4.33E-06	0	3.69E-06	0	1.33E-05	0.00001356	0	0	0	0	0	0	0	0	0	0	8.81E-06	0	0	0	8.32E-06	0	0	0	1.69E-05	0.00002526	0	0	8.88E-06	0	0	0	0	0	0	0	8.56E-06	0	0	0	0	0	0	0	1.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magnetospirillum	0	0	0	0	0	0	0	0	3.79E-05	0	3.13E-05	0.00000299	2.23E-05	0	2.17E-05	0	9.24E-06	0	0.000247895	0.00002678	4.47E-06	0	8.33E-05	0	2.53E-05	0	4.35E-05	0	7.99E-06	0	2.64E-05	0.00002285	3.45E-05	0	8.32E-06	0	7.71E-06	0	8.45E-06	0	8.55E-06	0	1.78E-05	0.00001115	0	0	0	0	8.57E-06	0	0	0	8.46E-06	0	5.17E-05	0	1.28E-05	0	1.25E-05	0	0	0	0	0	1.26E-05	0	0	0	5.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Megasphaera	0.001644686	0.00086778	2.69E-05	0.00042649	4.02E-05	0.00092646	2.30E-05	0.00044477	6.31E-05	0.00015476	3.37E-05	0.00008861	6.23E-05	0.00033418	0.001364274	0.00021307	0.00055226	0.00018451	0.000132801	0.00031377	8.94E-05	0.00046386	6.57E-05	0.00023816	6.76E-05	0.00053819	4.79E-05	0.00031529	4.79E-05	0.00061136	8.81E-05	0.00031499	2.59E-05	0.00037776	7.49E-05	0.00037086	7.71E-05	0.00035045	0.000869925	0.00051277	5.13E-05	0.000447	5.33E-05	0.00050806	0.00919831	0.00168515	0.000138398	0.00015753	8.57E-05	0.00026123	0.000145452	0.00004804	0.000211597	0.0004713	7.76E-05	0.00044958	1.28E-05	0.00077971	0.010414328	0.00303047	0.035541033	0.00450844	0.000203793	0.00088955	0.000201071	0.00072764	3.79E-05	0.00011569	0.000134113	0.00010431	0.000100384	0.00027594	0.003424911	0.00062637	3.76E-05	0	0	0	0	0.00026645	0.002332931	0.00022088
Mesoplasma	0	0	0	0	0	0.00003553	0	0	0	0	0	0.00000536	0	0.00003762	0	0	7.39E-06	0.0000251	0	0	4.47E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesorhizobium	3.10E-05	0	0	0	4.02E-06	0	0	0	4.21E-06	0	2.41E-06	0.00000121	4.45E-06	0	8.66E-06	0	9.24E-06	0	1.33E-05	0	0	0	0	0	0	0	0	0.0000042	0	0	2.64E-05	0	0	0	8.32E-06	0	7.71E-06	0	0	0	1.71E-05	0	1.78E-05	0	8.60E-06	0	6.05E-05	0	1.71E-05	0	8.56E-06	0	1.69E-05	0	0	0	1.28E-05	0	1.25E-05	0	1.26E-05	0	0	0	1.26E-05	0	0	0	0	0	5.02E-05	0	0	0	6.27E-05	0	0	0	0	0	1.15E-05	0
Methanobrevibacter	0.072335144	0.11354698	0.060122073	0.10343604	0.009403355	0.01963307	0.006486035	0.01254332	4.21E-05	0	3.73E-05	0.00000987	0.003997792	0.00768753	0.000129931	0.00013041	0.000853324	0.00172754	0.000159361	0.00021254	4.47E-06	0	0.000140248	0.00021634	1.69E-05	0	6.96E-05	0	0.000702718	0.0013163	0.001048846	0.0019769	5.18E-05	0.00003383	4.16E-05	0	0.006591627	0.0124125	0.004425638	0.00831859	0.000162451	0.00019103	3.55E-05	0	6.02E-05	0	0.00056224	0.00103107	4.28E-05	0	0.000350796	0.00056856	0.00894633	0.01651201	0.002912914	0.00550407	3.85E-05	0	0.000149667	0.00030779	1.26E-05	0	1.27E-05	0	5.03E-05	0	6.32E-05	0	0	0	1.25E-05	0	2.46E-05	0	0	0	0	0	1.26E-05	0	0	0
Methanocella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.66E-06	0	1.11E-05	0	8.85E-06	0	0	0	4.38E-06	0	8.45E-06	0	8.71E-06	0	0	0	0	0	0	0	1.66E-05	0	0	0	0	0	0	0.00001875	0	0	8.60E-06	0	0	0	0	0	0	0	1.69E-05	0	1.72E-05	0	0	0	0	0	0	0.00002789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanosphaera	0.000480993	0.00072647	9.41E-05	0	0	0	4.59E-06	0	0	0	2.41E-06	0	4.45E-06	0	0	0	0	0	0	0	1.34E-05	0	1.75E-05	0.00003296	0	0	0	0	0.000199636	0.00044597	0.000396623	0.00080256	8.63E-06	0	0	0	0	0	1.69E-05	0	4.28E-05	0.00012548	0	0	0	0	0	0	0	0	5.13E-05	0.00009384	0.000643256	0.00117789	0.000249925	0.00052384	1.28E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylibium	0	0	0	0	0	0	4.59E-06	0	0	0	1.20E-06	0.00000088	4.45E-06	0	1.30E-05	0	1.29E-05	0	4.43E-06	0	0	0.00000211	0	0	4.22E-06	0	0	0.00001705	0	0	8.81E-06	0.00000468	0	0	0	0.00001376	0	0	0	0	8.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	8.62E-06	0	0	0	1.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23E-05	0	0	0	0	0	0	0	0	0
Methylobacillus	0	0	0	0	1.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00000223	4.43E-06	0	0	0	8.77E-06	0	0	0	0	0	0	0	0	0	8.63E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.46E-06	0	0	0	1.28E-05	0	0	0	0	0.00000925	0	0	0	0.00002882	0	0	0	0	0	0	0	0	0	0.00005039	0	0	0	0	0	0
Methylobacterium	0	0	1.34E-05	0	0	0	4.59E-06	0	3.79E-05	0	1.93E-05	0	2.23E-05	0.00000491	1.73E-05	0	1.11E-05	0.00000164	3.54E-05	0	2.23E-05	0	1.75E-05	0	8.45E-06	0	3.48E-05	0	3.99E-05	0	2.64E-05	0.00000934	0	0	8.32E-06	0	2.31E-05	0	0	0	8.55E-06	0	1.78E-05	0	2.58E-05	0	1.73E-05	0	2.57E-05	0	1.71E-05	0	3.39E-05	0	2.59E-05	0	1.28E-05	0	1.25E-05	0	3.77E-05	0.00001357	0	0	1.26E-05	0	0	0	0	0	2.51E-05	0	0	0	0	0	0	0	2.52E-05	0	2.30E-05	0
Micrococcus	3.10E-05	0	0	0	0	0	0	0	4.21E-06	0	2.41E-06	0	4.45E-06	0	1.30E-05	0	3.69E-06	0	1.33E-05	0	0	0	8.77E-06	0	0	0	1.31E-05	0	0	0	1.76E-05	0	0	0	1.66E-05	0	0	0	0	0	0	0	8.88E-06	0	0	0.00000781	8.65E-06	0	8.57E-06	0	0	0	2.54E-05	0	0	0	0	0	2.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23E-05	0	0	0	7.51E-05	0	0.000100752	0.00004465	1.15E-05	0
Mitsuokella	0.007788984	0.00798553	0.000161329	0.0000153	3.62E-05	0.00000273	4.59E-05	0	3.37E-05	0.00000364	3.61E-05	0.00001649	0.000106845	0.00006368	0.006886336	0.00908239	0.002696652	0.00384809	0.002948181	0.00369459	2.23E-05	0	0.012692402	0.01625714	0.000477164	0.00007018	0.000161064	0.00000573	0.000111796	0	9.70E-05	0	5.18E-05	0	0.000257856	0	3.08E-05	0.00001891	0.000278714	0	7.70E-05	0.00001076	0.000115488	0	0.000180696	0	4.32E-05	0	6.85E-05	0	0.000179676	0	9.31E-05	0	0.007540828	0.00918584	0.000166737	0.00021991	0.044900097	0.06944529	0.069800176	0.09661022	0.000458534	0.00063152	3.77E-05	0	7.58E-05	0.00011624	0.000187758	0	0.000100384	0.00001137	0.000172478	0	0.000388924	0.0006198	0	0	2.52E-05	0	0.001183704	0.00099867
Mobiluncus	0.000155159	0.00001658	0.000120997	0.00003216	4.02E-05	0.00000862	6.20E-05	0.00000319	8.42E-06	0	3.13E-05	0.00000884	8.46E-05	0.00001217	9.53E-05	0.00004644	7.57E-05	0.00002047	5.31E-05	0.0000155	3.13E-05	0.00002965	8.33E-05	0.00000594	6.33E-05	0.00004257	9.14E-05	0.00002518	0.000159709	0.00001881	6.17E-05	0.00002314	6.91E-05	0.00002557	6.65E-05	0.00000757	6.17E-05	0.00000662	8.45E-05	0	3.42E-05	0.00001771	6.22E-05	0.00004517	0.000283952	0	0.000138398	0	0.000119954	0	0.000136896	0	0.000186206	0.00002234	0.000112035	0.00004441	1.28E-05	0.00007854	0.000449001	0.00003273	7.54E-05	0.00003364	0.000127371	0	3.77E-05	0	3.79E-05	0	4.02E-05	0	2.51E-05	0.00001626	0	0.00001256	0	0	0.000588515	0.00017568	0.00012594	0.00002605	9.19E-05	0.00006118
Moorella	1.55E-05	0	2.69E-05	0	2.01E-05	0	9.19E-06	0	1.26E-05	0	9.64E-06	0.00000162	4.01E-05	0	1.73E-05	0	2.40E-05	0.00000252	2.21E-05	0	4.47E-06	0	4.38E-06	0	0	0	3.92E-05	0	2.40E-05	0	0	0	0	0	2.50E-05	0	3.08E-05	0	0	0	0	0	5.33E-05	0	0	0	5.19E-05	0	0	0	8.56E-06	0	1.69E-05	0	8.62E-06	0	2.57E-05	0	3.74E-05	0	0	0	0	0	0	0	0	0	1.34E-05	0	2.51E-05	0	1.23E-05	0	0	0	0	0	0	0	3.45E-05	0
Mycoplasma	6.21E-05	0	9.41E-05	0	6.03E-05	0	2.30E-05	0	3.37E-05	0	2.89E-05	0	0.012447468	0.00365058	3.46E-05	0	0.000108974	0	0.000115094	0	1.34E-05	0	3.07E-05	0	2.53E-05	0	2.61E-05	0	3.99E-05	0.00007897	0.000132208	0	6.04E-05	0	3.33E-05	0	0.000169609	0	9.29E-05	0	6.84E-05	0	8.88E-06	0	5.16E-05	0	1.73E-05	0	9.42E-05	0	3.42E-05	0	5.92E-05	0	0	0	1.28E-05	0	2.49E-05	0	2.51E-05	0	0	0	0.000125669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.90E-05	0
Neisseria	3.10E-05	0	2.69E-05	0	8.04E-06	0.00000376	1.15E-05	0	2.95E-05	0	3.61E-05	0.00000299	3.56E-05	0	6.50E-05	0	4.25E-05	0	7.08E-05	0.00004796	5.81E-05	0.0000091	2.19E-05	0	5.91E-05	0	3.05E-05	0	1.60E-05	0	6.17E-05	0.000011	0.000103614	0	2.50E-05	0	1.54E-05	0	5.07E-05	0	2.57E-05	0.00002961	1.78E-05	0	0	0	2.59E-05	0	1.71E-05	0	5.13E-05	0	3.39E-05	0	6.89E-05	0.00004259	6.41E-05	0	0	0	1.26E-05	0	1.27E-05	0	1.26E-05	0	2.53E-05	0	0	0	7.53E-05	0	6.16E-05	0	0.000112914	0.00003871	0	0	0	0	1.15E-05	0
