	AM-AD-1	AM-AD-2	AM-F10-T1	AM-F10-T2	DA-AD-1	DA-AD-1T	DA-AD-2	DA-AD-3	DA-AD-3T	DA-AD-4	ES-AD-1	ES-AD-2	ES-AD-3	ES-AD-4	FR-AD-1	FR-AD-2	FR-AD-3	FR-AD-4	FR-AD-5	FR-AD-6	FR-AD-7	FR-AD-8	IT-AD-1	IT-AD-2	IT-AD-3	IT-AD-4	IT-AD-5	IT-AD-6	JP-AD-1	JP-AD-2	JP-AD-3	JP-AD-4	JP-AD-5	JP-AD-6	JP-AD-7	JP-AD-8	JP-AD-9	JP-IN-1	JP-IN-2	JP-IN-3	JP-IN-4
Polaribacter	0	0	4.02E-06	2.30E-06	4.21E-06	2.41E-06	1.78E-05	8.66E-06	2.22E-05	8.85E-06	4.47E-06	4.38E-06	8.45E-06	2.61E-05	0	1.76E-05	8.63E-06	1.66E-05	1.54E-05	0	1.71E-05	0	1.72E-05	3.46E-05	2.57E-05	0	1.69E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polaromonas	0	0	4.02E-06	4.59E-06	0	6.02E-06	4.45E-06	8.66E-06	1.48E-05	1.33E-05	8.94E-06	4.38E-06	0	1.74E-05	7.99E-06	1.76E-05	0	0	1.54E-05	8.45E-06	0	0	8.60E-06	0	0	4.28E-05	8.46E-06	0	0	0	0	0	0	1.26E-05	0	2.51E-05	0	5.02E-05	0	0	1.15E-05
Polynucleobacter	0	0	0	0	0	2.41E-06	8.90E-06	2.17E-05	1.85E-06	1.77E-05	0	0	0	0	0	8.81E-06	0	0	1.54E-05	8.45E-06	0	0	0	0	0	0	1.69E-05	8.62E-06	0	0	0	0	0	0	0	1.25E-05	0	0	0	0	0
Porphyromonas	0	1.34E-05	5.23E-05	2.07E-05	0.000483944	0.000251773	0.000373958	0.000433103	0.000380487	0.000677285	0.000621321	0.000455804	0.000426491	0.000565901	0.000207621	0.000625782	0.000371282	0.000357672	0.000346928	0.000489861	0.000273602	0.000248743	0.000154883	0.000320044	0.000351295	0.000376464	0.000533225	0.00076701	0.000256519	0.000162139	0.000276486	0.000407586	0.000351874	0.000872225	0.00030846	0.000338796	0.000110878	3.76E-05	1.25E-05	1.26E-05	1.15E-05
Prevotella	0.001241272	0.000255438	0.000715604	0.000861283	0.274833671	0.188861262	0.00505734	0.024747501	0.014041063	0.13845827	0.004599561	0.363828407	0.232518073	0.00555454	0.024131983	0.010135909	0.005189311	0.00400925	0.096553851	0.167954663	0.004163888	0.006325178	0.002340449	0.011262099	0.002441929	0.43686953	0.016555367	0.162821562	0.002398451	0.007358627	0.123539022	0.011259569	0.00147033	0.002920059	0.012552975	0.005809722	0.002168289	0.000100368	0.000613558	5.04E-05	0.000896397
Prochlorococcus	1.55E-05	0	4.02E-06	0	8.42E-06	1.08E-05	0	1.30E-05	5.54E-06	4.43E-06	0	0	4.22E-06	4.35E-06	7.99E-06	0	0	0	7.71E-06	0	0	0	0	0	0	8.56E-06	0	0	1.28E-05	1.25E-05	0	0	0	1.26E-05	0	6.27E-05	2.46E-05	0	0	0	0
Propionibacterium	0.000465477	6.72E-05	1.21E-05	4.59E-06	0	7.23E-06	4.45E-05	2.60E-05	1.11E-05	1.77E-05	1.79E-05	1.31E-05	4.22E-06	0.000143652	0.000167694	0.000105766	0	0	1.54E-05	2.53E-05	3.42E-05	2.67E-05	0.000137673	6.92E-05	8.57E-06	1.71E-05	5.92E-05	1.72E-05	0	3.74E-05	1.26E-05	0.000114634	0	0	0	0.000100384	0	0	6.26E-05	0.043411458	9.19E-05
Prosthecochloris	0	0	0	0	4.21E-06	3.61E-06	0	0	3.69E-06	4.43E-06	8.94E-06	1.75E-05	0	4.35E-06	0	0	0	8.32E-06	0	0	0	8.88E-06	0	0	0	0	0	0	0	1.25E-05	0	0	0	0	0	0	0	0	0	0	0
Proteus	0	0	4.02E-06	0	4.21E-06	3.61E-06	0	8.66E-06	0	1.77E-05	4.47E-06	4.38E-06	4.22E-06	1.74E-05	7.99E-06	0	8.63E-06	0	0	0	8.55E-06	8.88E-06	0	1.73E-05	0	0	0	0	1.28E-05	2.49E-05	1.26E-05	2.55E-05	1.26E-05	0	0	0	3.70E-05	0.000326195	0	0	3.45E-05
Providencia	0	1.34E-05	4.02E-06	4.59E-06	1.26E-05	1.69E-05	4.45E-06	2.17E-05	3.69E-06	8.85E-06	8.94E-06	8.77E-06	1.27E-05	0	7.99E-06	0	1.73E-05	1.66E-05	7.71E-06	5.07E-05	8.55E-06	0	1.72E-05	0.000216246	6.00E-05	8.56E-06	2.54E-05	3.45E-05	1.28E-05	4.99E-05	2.51E-05	3.82E-05	3.77E-05	2.53E-05	0	0	0	0.001756433	1.25E-05	2.52E-05	0.00040223
Pseudoalteromonas	0	0	4.02E-06	6.89E-06	2.95E-05	3.61E-06	4.45E-06	8.66E-06	7.39E-06	8.85E-06	8.94E-06	8.77E-06	8.45E-06	3.48E-05	0	2.64E-05	0	0	2.31E-05	8.45E-06	8.55E-06	2.67E-05	8.60E-06	8.65E-06	0	1.71E-05	1.69E-05	0	0	1.25E-05	0	0	0	1.26E-05	0	0	1.23E-05	0	0	1.26E-05	0
Pseudomonas	0	1.34E-05	4.42E-05	2.30E-05	0.000105205	7.35E-05	4.90E-05	8.23E-05	5.17E-05	4.87E-05	4.47E-05	1.75E-05	3.80E-05	4.35E-05	7.19E-05	4.41E-05	2.59E-05	3.33E-05	6.17E-05	6.76E-05	3.42E-05	8.00E-05	2.58E-05	0.000129748	7.71E-05	8.56E-05	4.23E-05	0.000120653	7.70E-05	1.25E-05	0.000138243	0	8.80E-05	1.26E-05	0.000120702	7.53E-05	0.000147838	0.000552022	0	6.30E-05	3.45E-05
Pseudoramibacter	0.000217223	0.000336103	0.000140709	0.000112541	0.000496568	0.000515593	0.000146912	0.00016891	0.000110821	0.000132801	6.26E-05	6.57E-05	5.49E-05	0.000156711	0.000159709	0.000123394	0.000112248	0.000158041	0.000185028	0.000320943	0.000128251	0.000230976	8.60E-05	6.92E-05	0.000128523	5.99E-05	0.00015235	0.00018098	5.13E-05	0.000212028	0.000238783	0.000165582	0.000276472	0.000113769	0	0.00012548	0.000110878	0	0	2.52E-05	0.000241338
Pseudoxanthomonas	0	0	0	0	0	2.41E-06	0	4.33E-06	3.69E-06	0	0	0	1.69E-05	4.35E-06	0	0	8.63E-06	0	0	8.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26E-05	0
Psychrobacter	1.55E-05	0	0	0	8.42E-06	7.23E-06	1.34E-05	1.73E-05	1.85E-06	8.85E-06	4.47E-06	4.38E-06	8.45E-06	1.31E-05	0	8.81E-06	8.63E-06	0	7.71E-06	0	1.71E-05	8.88E-06	0	0	8.57E-06	8.56E-06	1.69E-05	8.62E-06	0	1.25E-05	0	0	2.51E-05	0	0	1.25E-05	0	0	0	0	0
Psychroflexus	0	2.69E-05	0	2.30E-06	7.15E-05	4.34E-05	1.34E-05	1.30E-05	5.36E-05	3.10E-05	4.47E-06	5.26E-05	1.27E-05	5.22E-05	5.59E-05	5.29E-05	1.73E-05	2.50E-05	5.40E-05	6.76E-05	4.28E-05	6.22E-05	2.58E-05	8.65E-06	2.57E-05	8.56E-06	1.69E-05	6.03E-05	0	1.25E-05	3.77E-05	0	1.26E-05	8.85E-05	0.000281637	1.25E-05	0	1.25E-05	0	0	1.15E-05
Psychromonas	1.55E-05	0	0	2.30E-06	0	3.61E-06	8.90E-06	2.60E-05	1.11E-05	2.21E-05	0	4.38E-06	8.45E-06	1.31E-05	0	4.41E-05	0	0	1.54E-05	0	0	0	0	8.65E-06	0	8.56E-06	1.69E-05	0	0	2.49E-05	0	0	0	0	0	0	0	5.02E-05	0	0	0
Pyramidobacter	0.000201707	5.38E-05	6.43E-05	4.36E-05	0.000159912	6.02E-05	0.00023595	0.000415779	0.000138527	0.000194775	4.92E-05	0.000113951	0.000114013	0.000187183	0.000223592	0.000290857	6.04E-05	0.000133087	0.000215866	0.000261822	0.000128251	0.000204325	0.003140676	0.000302745	7.71E-05	0.000248124	0.001057986	0.000112035	0.000141085	0.000199556	0.000163378	0.000178319	0.000188504	0.00013905	0.000120702	0.000163124	0.000135518	0	0	0	0.000160892
Pyrobaculum	0	0	4.02E-06	0	0	2.41E-06	4.45E-06	0	1.85E-06	0	0	0	0	8.71E-06	0	0	0	0	0	8.45E-06	8.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34E-05	0	0	0	0	0	0
Pyrococcus	7.76E-05	1.34E-05	0	2.30E-06	8.42E-06	2.41E-06	4.45E-06	3.03E-05	1.85E-05	1.33E-05	0	0	0	4.35E-06	0	8.81E-06	0	2.50E-05	7.71E-06	0	0	8.88E-06	0	0	0	0	2.54E-05	1.72E-05	0	0	0	1.27E-05	0	0	0	0	0	0	0	0	0
Rahnella	3.10E-05	0	4.02E-06	6.89E-06	4.21E-06	1.20E-06	0	1.30E-05	5.54E-06	8.85E-06	0	0	4.22E-06	8.71E-06	7.99E-06	0	8.63E-06	4.16E-05	1.54E-05	1.69E-05	1.71E-05	0	1.72E-05	2.59E-05	3.43E-05	8.56E-06	0	8.62E-06	1.28E-05	2.49E-05	3.77E-05	1.27E-05	0	0	0	2.51E-05	1.23E-05	0.000539476	0	0	0.000160892
Ralstonia	3.10E-05	0	4.02E-06	4.59E-06	1.26E-05	7.23E-06	1.34E-05	2.17E-05	2.22E-05	1.33E-05	4.47E-06	1.75E-05	1.27E-05	0	1.60E-05	8.81E-06	2.59E-05	0	0	3.38E-05	0	8.88E-06	8.60E-06	0	6.00E-05	2.57E-05	0	1.72E-05	0	0	1.26E-05	1.27E-05	7.54E-05	0	4.02E-05	2.51E-05	3.70E-05	5.02E-05	0	0	2.30E-05
Raphidiopsis	0	0	0	0	0	0	4.45E-06	4.33E-06	7.39E-06	4.43E-06	0	0	0	4.35E-06	0	0	0	0	0	8.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reinekea	0	0	0	0	0	1.20E-06	4.45E-06	0	9.24E-06	4.43E-06	0	8.77E-06	0	0	7.99E-06	0	0	0	1.54E-05	0	0	0	0	8.65E-06	0	0	0	0	0	1.25E-05	0	0	0	1.26E-05	0	0	0	0	0	0	0
Renibacterium	0	0	0	2.30E-06	8.42E-06	1.20E-06	0	0	3.69E-06	0	0	0	4.22E-06	0	7.99E-06	0	0	0	0	0	0	0	0	0	0	8.56E-06	8.46E-06	0	0	0	0	0	0	0	0	0	0	0	0	5.04E-05	0
Rhizobium	3.10E-05	1.34E-05	4.02E-06	2.30E-05	2.10E-05	2.17E-05	1.34E-05	8.66E-06	1.11E-05	2.21E-05	8.94E-06	1.31E-05	1.69E-05	8.71E-06	7.99E-06	1.76E-05	0	8.32E-06	1.54E-05	3.38E-05	8.55E-06	4.44E-05	1.72E-05	8.65E-06	8.57E-06	8.56E-06	1.69E-05	0	2.57E-05	1.25E-05	2.51E-05	0	1.26E-05	0	0	0	0	5.02E-05	0	0	2.30E-05
Rhodobacter	0	0	0	4.59E-06	1.26E-05	6.02E-06	2.67E-05	1.30E-05	1.11E-05	0	8.94E-06	4.38E-06	4.22E-06	1.31E-05	0	8.81E-06	1.73E-05	0	7.71E-06	0	0	0	8.60E-06	8.65E-06	8.57E-06	0	5.92E-05	8.62E-06	0	0	0	0	0	3.79E-05	0	0	1.23E-05	0	0	0	1.15E-05
Rhodococcus	0.000124127	5.38E-05	2.41E-05	1.61E-05	2.95E-05	7.23E-06	3.56E-05	4.76E-05	1.29E-05	5.75E-05	8.94E-06	1.31E-05	4.22E-06	3.05E-05	2.40E-05	2.64E-05	0	2.50E-05	6.17E-05	2.53E-05	1.71E-05	3.55E-05	4.30E-05	1.73E-05	0.000145659	8.56E-06	5.08E-05	3.45E-05	0	2.49E-05	0	0	6.28E-05	2.53E-05	0	2.51E-05	0	0	5.01E-05	2.52E-05	2.30E-05
Rhodomicrobium	0	0	0	0	0	3.61E-06	4.45E-06	0	1.85E-06	4.43E-06	8.94E-06	4.38E-06	8.45E-06	0	0	0	0	0	0	0	0	8.88E-06	0	0	8.57E-06	8.56E-06	8.46E-06	0	0	0	0	0	0	1.26E-05	0	0	0	5.02E-05	0	0	0
Rhodopirellula	0	0	4.02E-06	4.59E-06	8.42E-06	8.43E-06	1.34E-05	2.60E-05	7.39E-06	1.77E-05	0	0	1.27E-05	2.18E-05	1.60E-05	2.64E-05	8.63E-06	8.32E-06	7.71E-06	3.38E-05	8.55E-06	3.55E-05	0	8.65E-06	2.57E-05	0	2.54E-05	8.62E-06	2.57E-05	0	0	0	1.26E-05	0	0	5.02E-05	0	0	8.77E-05	0	0
Rhodopseudomonas	1.55E-05	1.34E-05	8.04E-06	4.59E-06	2.10E-05	1.69E-05	2.67E-05	5.20E-05	1.48E-05	3.10E-05	4.47E-06	4.38E-06	1.69E-05	2.61E-05	2.40E-05	1.76E-05	8.63E-06	0	6.94E-05	3.38E-05	2.57E-05	8.88E-06	2.58E-05	0	0	0	3.39E-05	8.62E-06	2.57E-05	0	1.26E-05	0	2.51E-05	2.53E-05	1.34E-05	1.25E-05	0	1.25E-05	2.50E-05	0	1.15E-05
Rhodospirillum	1.55E-05	0	0	0	5.05E-05	3.49E-05	4.45E-06	0	9.24E-06	0.000172641	0	0.000113951	4.22E-05	3.48E-05	2.40E-05	4.41E-05	1.73E-05	2.50E-05	0	8.45E-06	1.71E-05	1.78E-05	0	0	0	1.71E-05	3.39E-05	8.62E-06	0	0	2.51E-05	0	1.26E-05	0	0	0	0	1.25E-05	0.00031304	0	0
Rhodothermus	0	0	0	1.15E-05	3.79E-05	2.41E-06	4.45E-06	3.03E-05	1.11E-05	8.85E-06	1.34E-05	0	1.27E-05	3.05E-05	1.60E-05	2.64E-05	8.63E-06	8.32E-06	1.54E-05	8.45E-06	8.55E-06	3.55E-05	2.58E-05	5.19E-05	8.57E-06	8.56E-06	2.54E-05	8.62E-06	1.28E-05	0	0	1.27E-05	0	0	0	0	0	0	0	0	0
Rickettsia	0	2.69E-05	4.02E-06	0	3.79E-05	1.57E-05	4.45E-06	1.30E-05	1.48E-05	1.77E-05	0	2.19E-05	4.22E-06	2.18E-05	1.60E-05	8.81E-06	8.63E-06	4.16E-05	4.63E-05	0	0	1.78E-05	0	0	2.57E-05	0	1.69E-05	0	0	3.74E-05	2.51E-05	3.82E-05	0	2.53E-05	0	0	2.46E-05	0	0	0	0
Rickettsiella	0	0	0	0	0	2.41E-06	0	0	0	4.43E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Riemerella	0	1.34E-05	4.02E-06	6.89E-06	2.52E-05	1.57E-05	1.34E-05	2.17E-05	3.32E-05	3.98E-05	8.94E-06	1.31E-05	2.53E-05	4.79E-05	3.19E-05	8.81E-06	4.32E-05	1.66E-05	3.08E-05	1.69E-05	1.71E-05	1.78E-05	4.30E-05	0	8.57E-06	0	4.23E-05	2.59E-05	0	2.49E-05	1.26E-05	0	0	2.53E-05	0	1.25E-05	0	0	0	0	0
Robiginitalea	0	0	4.02E-06	2.30E-06	4.21E-06	8.43E-06	8.90E-06	1.30E-05	1.85E-05	1.33E-05	0	8.77E-06	8.45E-06	8.71E-06	0	2.64E-05	0	3.33E-05	1.54E-05	0	4.28E-05	0	0	1.73E-05	1.71E-05	8.56E-06	4.23E-05	8.62E-06	1.28E-05	0	1.26E-05	0	0	1.26E-05	1.34E-05	0	0	0	0	0	0
Roseburia	0.00840962	0.010513296	0.007819378	0.00715439	0.009876658	0.010879255	0.003481373	0.003499472	0.004200129	0.018481465	0.001081724	0.0046457	0.003652625	0.010795657	0.011227521	0.005129652	0.011406122	0.012842907	0.00733945	0.014400216	0.029608919	0.012810262	0.009525285	0.003200443	0.011524192	0.004500458	0.004917519	0.00658422	0.003706696	0.005138567	0.007377152	0.007260129	0.007364214	0.004639227	0.009066037	0.004554923	0.023272145	0.000150551	0	0.00117124	0.000735505
Roseiflexus	6.21E-05	1.34E-05	1.61E-05	6.89E-06	8.42E-06	9.64E-06	2.67E-05	0.000103945	3.51E-05	3.54E-05	4.47E-06	4.38E-06	4.22E-06	2.61E-05	7.99E-06	3.53E-05	8.63E-06	2.50E-05	2.31E-05	2.53E-05	8.55E-06	8.88E-06	2.58E-05	4.32E-05	0	8.56E-06	7.62E-05	5.17E-05	1.28E-05	1.25E-05	0	1.27E-05	2.51E-05	0	0	0	2.46E-05	1.25E-05	0.000162781	1.26E-05	0
Roseobacter	0	1.34E-05	4.02E-06	9.19E-06	8.42E-06	1.33E-05	1.34E-05	8.66E-06	5.54E-06	2.66E-05	0	3.51E-05	0	4.35E-06	7.99E-06	0	0	0	0	8.45E-06	3.42E-05	0	8.60E-06	0	0	0	0	1.72E-05	0	0	0	0	1.26E-05	0	0	0	0	0	0	0	1.15E-05
Roseomonas	1.55E-05	0	0	0	0	6.02E-06	0	0	3.69E-06	1.77E-05	0	0	0	4.35E-06	7.99E-06	0	0	0	0	0	8.55E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25E-05	0	0	0	0	0
Roseovarius	0	0	4.02E-06	0	0	1.20E-06	8.90E-06	8.66E-06	9.24E-06	4.43E-06	4.47E-06	0	0	1.31E-05	7.99E-06	8.81E-06	0	8.32E-06	1.54E-05	0	8.55E-06	0	0	0	8.57E-06	8.56E-06	1.69E-05	0	1.28E-05	0	1.26E-05	0	0	0	0	0	0	0	0	0	0
Rothia	0	2.69E-05	0	0	1.26E-05	3.61E-06	1.34E-05	8.66E-06	5.54E-06	2.21E-05	4.47E-06	0	4.22E-06	1.31E-05	1.60E-05	0.000132208	0	8.32E-06	0	7.60E-05	8.55E-06	0	3.44E-05	0	1.71E-05	0.00012834	4.23E-05	2.59E-05	0	7.48E-05	0.0018977	1.27E-05	0.000427275	2.53E-05	0	2.51E-05	1.23E-05	0.000100368	1.25E-05	0.000100752	0.001425042
Rubrobacter	3.10E-05	0	0	0	4.21E-06	6.02E-06	8.90E-06	1.73E-05	3.69E-06	4.43E-06	4.47E-06	1.75E-05	0	1.31E-05	7.99E-06	0	1.73E-05	0	2.31E-05	0	0	8.88E-06	8.60E-06	0	8.57E-06	8.56E-06	1.69E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000229845
Ruegeria	0	0	8.04E-06	0	0	1.20E-06	4.45E-06	0	1.85E-06	4.43E-06	1.79E-05	0	0	0	0	0	0	0	7.71E-06	0	0	0	8.60E-06	8.65E-06	0	8.56E-06	1.69E-05	0	0	1.25E-05	0	0	2.51E-05	1.26E-05	0	0	1.23E-05	0	0	0	1.15E-05
Ruminococcus	0.020977502	0.068672528	0.036576198	0.048783065	0.00799559	0.008079633	0.008160303	0.005084628	0.005437633	0.007215518	0.007294931	0.005688791	0.007398149	0.014961562	0.015643466	0.009545382	0.021327117	0.023523149	0.016213091	0.011781995	0.046717625	0.048895759	0.010428767	0.005907845	0.013846167	0.008650119	0.015370422	0.010557159	0.010594226	0.01142458	0.006459721	0.007094547	0.012001407	0.017267533	0.010179175	0.011406128	0.011740791	0.000313649	0.000250432	0.039935519	0.022088146
Saccharomonospora	0	0	0	0	0	0	4.45E-06	0	0	4.43E-06	4.47E-06	0	0	0	0	0	0	0	0	0	0	0	0	8.65E-06	0	0	8.46E-06	0	0	0	0	0	0	0	0	0	0	0	0	1.26E-05	0
Saccharophagus	1.55E-05	1.34E-05	4.02E-06	0	4.21E-06	3.61E-06	0	1.73E-05	1.11E-05	8.85E-06	4.47E-06	0	0	8.71E-06	1.60E-05	1.76E-05	8.63E-06	8.32E-06	7.71E-06	0	0	8.88E-06	0	3.46E-05	0	8.56E-06	8.46E-06	0	0	0	0	1.27E-05	6.28E-05	0	0	0	0	0	0	0	0
Saccharopolyspora	0	0	0	0	0	1.20E-06	4.45E-06	8.66E-06	7.39E-06	4.43E-06	0	4.38E-06	4.22E-06	1.31E-05	0	0	0	0	0	8.45E-06	1.71E-05	0	8.60E-06	8.65E-06	8.57E-06	0	2.54E-05	8.62E-06	1.28E-05	1.25E-05	2.51E-05	0	1.26E-05	0	0	0	0	0	0	0	2.30E-05
Sagittula	0	0	0	0	4.21E-06	0	0	8.66E-06	0	4.43E-06	4.47E-06	4.38E-06	0	0	0	0	1.73E-05	8.32E-06	1.54E-05	0	0	0	0	0	8.57E-06	8.56E-06	8.46E-06	0	0	0	0	0	0	1.26E-05	0	0	0	0	0	0	0
Salinibacter	3.10E-05	1.34E-05	0	0	1.26E-05	3.61E-06	4.45E-05	3.90E-05	9.24E-06	1.33E-05	0	2.19E-05	1.27E-05	1.74E-05	7.99E-06	2.64E-05	8.63E-06	2.50E-05	1.54E-05	2.53E-05	0	1.78E-05	1.72E-05	8.65E-06	8.57E-06	2.57E-05	1.69E-05	8.62E-06	0	0	1.26E-05	0	0	0	0	0	0	2.51E-05	0	0	1.15E-05
Salinispora	0.000186191	1.34E-05	4.02E-06	1.61E-05	4.21E-06	1.20E-06	1.78E-05	3.90E-05	2.22E-05	2.21E-05	4.47E-06	2.63E-05	8.45E-06	2.18E-05	2.40E-05	2.64E-05	2.59E-05	0	3.08E-05	2.53E-05	8.55E-06	0	8.60E-06	6.92E-05	0	0	5.92E-05	3.45E-05	3.85E-05	4.99E-05	7.54E-05	2.55E-05	7.54E-05	1.26E-05	0	3.76E-05	0	0	0.000225389	5.04E-05	1.15E-05
Salmonella	1.55E-05	5.38E-05	0	2.30E-06	1.68E-05	7.23E-06	0	1.30E-05	9.24E-06	0	8.94E-06	1.31E-05	1.27E-05	1.31E-05	1.60E-05	8.81E-06	8.63E-06	2.50E-05	0	5.91E-05	0	8.88E-06	4.30E-05	0.000371943	7.71E-05	1.71E-05	5.92E-05	1.72E-05	0	4.99E-05	0.000276486	5.09E-05	3.77E-05	3.79E-05	0	3.76E-05	2.46E-05	0.004968196	0	1.26E-05	0.000781474
Sanguibacter	1.55E-05	2.69E-05	8.04E-06	2.30E-06	4.21E-06	6.02E-06	2.23E-05	3.03E-05	2.03E-05	4.43E-06	0	0	4.22E-06	4.35E-06	7.99E-06	8.81E-06	0	8.32E-06	2.31E-05	0	0	2.67E-05	8.60E-06	5.19E-05	1.71E-05	8.56E-06	0	0	0	2.49E-05	0	1.27E-05	0	0	0	0	3.70E-05	0	0	2.52E-05	0
Sebaldella	0.000155159	8.07E-05	3.62E-05	1.84E-05	1.68E-05	2.53E-05	0.000115749	1.73E-05	4.99E-05	4.43E-05	3.58E-05	3.94E-05	1.27E-05	4.79E-05	1.60E-05	7.05E-05	1.73E-05	4.16E-05	4.63E-05	2.53E-05	5.13E-05	4.44E-05	3.44E-05	2.59E-05	5.14E-05	8.56E-06	0.00015235	0	2.57E-05	1.25E-05	2.51E-05	3.82E-05	3.77E-05	2.53E-05	0.00010729	3.76E-05	2.46E-05	0.000225827	3.76E-05	2.52E-05	5.75E-05
Segniliparus	0	0	4.02E-06	1.84E-05	0	1.20E-06	8.90E-06	0	7.39E-06	4.43E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73E-05	0	0	1.69E-05	0	0	0	0	0	0	0	0	0	0	0	5.01E-05	0	0
Selenomonas	0.000853375	0.000268882	0.000136688	0.000114838	0.000429237	0.000292732	0.000333891	0.000554372	0.000312147	0.000451523	0.000125158	0.000398829	0.000890987	0.000269891	0.000271505	0.000308484	0.000198593	0.000382625	0.000431732	0.00043074	0.000410404	0.000364231	0.000912087	0.000337344	0.000145659	0.000479136	0.000575544	0.000456759	0.000141085	0.002020504	0.00184743	0.000152845	0.000754015	0.000202255	0.000160936	0.000326248	0.000431194	1.25E-05	3.76E-05	3.78E-05	0.001471011
Serratia	0	0	8.04E-06	2.30E-06	1.68E-05	9.64E-06	8.90E-06	8.66E-06	5.54E-06	8.85E-06	1.34E-05	1.75E-05	4.22E-06	2.18E-05	1.60E-05	0	0	0	1.54E-05	1.69E-05	8.55E-06	8.88E-06	8.60E-06	1.73E-05	5.14E-05	0	1.69E-05	8.62E-06	1.28E-05	3.74E-05	0.000113108	1.27E-05	1.26E-05	3.79E-05	0.00010729	3.76E-05	0	0.00210772	0	0	0.000160892
Shewanella	3.10E-05	2.69E-05	2.01E-05	2.07E-05	0.000168328	7.95E-05	4.45E-05	0.000121269	7.76E-05	7.97E-05	6.70E-05	4.82E-05	8.02E-05	5.66E-05	6.39E-05	6.17E-05	6.04E-05	9.15E-05	3.85E-05	5.07E-05	5.13E-05	3.55E-05	4.30E-05	4.32E-05	3.43E-05	0.000119784	4.23E-05	4.31E-05	2.57E-05	0.00011225	7.54E-05	1.27E-05	1.26E-05	2.53E-05	4.02E-05	6.27E-05	0	0.000163097	0	0	0.000551629
Shuttleworthia	0.000248254	0.000309215	9.65E-05	8.73E-05	8.84E-05	7.35E-05	0.000111297	0.000164579	0.000131139	0.000163788	2.23E-05	7.01E-05	7.18E-05	0.000108827	7.99E-05	0.000105766	6.04E-05	0.000199631	0.000231285	0.000194255	0.000265052	0.000186557	6.02E-05	0.000138398	0.000197068	1.71E-05	0.000135422	0.000103417	0.000102608	9.98E-05	8.80E-05	8.92E-05	0.00016337	0.000101128	5.36E-05	0.00012548	0.000184797	3.76E-05	0	3.78E-05	4.60E-05
Sideroxydans	1.55E-05	0	0	0	4.21E-06	1.20E-06	4.45E-06	4.33E-06	1.85E-06	1.33E-05	0	1.31E-05	4.22E-06	0	0	0	8.63E-06	0	0	0	0	0	8.60E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinorhizobium	1.55E-05	0	1.21E-05	1.84E-05	4.21E-06	9.64E-06	7.57E-05	1.30E-05	1.48E-05	8.85E-06	2.68E-05	4.38E-06	3.80E-05	1.74E-05	7.99E-06	0.00011458	0	0	7.71E-06	8.45E-06	3.42E-05	4.44E-05	1.72E-05	8.65E-06	8.57E-06	8.56E-06	0	0	1.28E-05	1.25E-05	0	0	5.03E-05	0	0	1.25E-05	0	0.000263465	0	1.26E-05	2.30E-05
Slackia	0.002094647	0.001021753	0.000148749	0.00025494	0.000408196	0.000180699	0.000739013	0.000749268	0.000267818	0.000296589	7.15E-05	0.000280495	0.000270252	0.000326482	0.001141917	0.000722734	0.00023313	0.000291128	0.000986817	0.000658778	0.000495905	0.000692927	0.000292556	0.000726587	0.000385568	0.000539028	0.001074914	0.000965226	0.000128259	0.000473945	0.000578107	0.000114634	0.000389574	0.000113769	6.71E-05	0.000200768	0.000110878	0	6.26E-05	0.00018891	3.45E-05
Sodalis	0	0	0	0	0	2.41E-06	0	0	1.85E-06	0	0	0	0	0	0	0	0	8.32E-06	0	8.45E-06	0	0	0	0	0	0	0	0	0	2.49E-05	5.03E-05	0	0	0	0	0	0	0.000225827	0	0	0
Solobacterium	0.001799845	0.000107553	8.04E-05	6.20E-05	0.000239868	0.000144559	0.000231498	0.000268524	0.000116362	0.000407256	2.68E-05	9.64E-05	6.33E-05	0.000130593	0.000127767	0.000246787	1.73E-05	0.000141405	0.000138771	0.000185809	0.000145351	0.000133255	4.30E-05	0.000129748	0.000145659	0.000119784	0.000270844	0.000129271	8.98E-05	0.000249445	8.80E-05	5.09E-05	0.000402141	0.000176973	1.34E-05	2.51E-05	8.62E-05	0	1.25E-05	0	8.04E-05
Sorangium	0	1.34E-05	0	2.30E-06	8.42E-06	1.45E-05	1.34E-05	2.60E-05	1.29E-05	2.21E-05	0	4.38E-06	4.22E-06	8.71E-06	7.99E-06	8.81E-06	0	1.66E-05	3.85E-05	8.45E-06	0	8.88E-06	3.44E-05	8.65E-06	8.57E-06	0	2.54E-05	0	1.28E-05	1.25E-05	1.26E-05	1.27E-05	2.51E-05	1.26E-05	8.05E-05	2.51E-05	2.46E-05	1.25E-05	0	0	1.15E-05
